,title,product_description,rating,reviews_count,product_details,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews,cleaned_product_description,cleaned_product_details
127,Apple iPhone 14 Pro Max 256GB Space Black,"[""Up to 3x better low-light photos on the Ultra Wide camera"",""Up to 2x better low-light photos on the Main camera"",""Up to 2x better low-light photos on the Telephoto camera""]",4.7,19788,The Apple iPhone 14 Pro Max 256GB in black is the perfect smartphone for video and photography enthusiasts. It takes stunning videos & photos with a powerful pro camera system featuring main and front TrueDepth cameras. It is designed with privacy and security in mind with crash detection and emergency SOS via satellite functions. The iPhone 14 Pro includes the A16 Bionic chip with 6-core GPU.,1259.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2894""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,833,231,591,1556,16577,1064,"3x better low-light photos ultra wide camera , 2x better low-light photos main camera , 2x better low-light photos telephoto camera",apple iphone 14 pro max 256gb black perfect smartphone video photography enthusiasts. takes stunning videos & photos powerful pro camera system featuring main front truedepth cameras. designed privacy security mind crash detection emergency sos via satellite functions. iphone 14 pro includes a16 bionic chip 6-core gpu.
128,Apple iPhone XR - White - 64 GB - AT&T,"[""Advanced LCD"",""Exceptional materials"",""Aerospace-grade aluminum bands"",""Advanced Face ID"",""Breakthrough camera system"",""Enhanced bokeh effect""]",4.6,63721,"iPhone Xr features the most advanced LCD in a smartphonea 6.1-inch Liquid Retina display with industry-leading color accuracy and an innovative backlight design that allows the screen to stretch into the corners.1 Six stunning new finishes. Advanced Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. A breakthrough 12MP camera system with Portrait mode, Portrait Lighting, enhanced bokeh, and all-new Depth Control. Water resistance.2 And iOS 12the most advanced mobile operating system in the worldwith powerful new tools that make iPhone more personal than ever.",153.7,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1984""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,2976,1177,2375,7882,49311,4153,"advanced lcd , exceptional materials , aerospace-grade aluminum bands , advanced face id , breakthrough camera system , enhanced bokeh effect","iphone xr features advanced lcd smartphonea 6.1-inch liquid retina display industry-leading color accuracy innovative backlight design allows screen stretch corners.1 six stunning new finishes. advanced face id lets securely unlock iphone, log apps, pay glance. a12 bionic chip next-generation neural engine uses real-time machine learning transform way experience photos, gaming, augmented reality, more. breakthrough 12mp camera system portrait mode, portrait lighting, enhanced bokeh, all-new depth control. water resistance.2 ios 12the advanced mobile operating system worldwith powerful new tools make iphone personal ever."
129,Apple iPhone 14 256GB Starlight,"[""Our longest battery life ever"",""Emergency SOS via satellite"",""A huge leap in low-light photos"",""Big and bigger""]",4.6,25386,"The Apple iPhone 14 renders much of what makes the iPhone the iPhone even better. It has an advanced new camera system, the best performance and battery life an iPhone has ever had, impressive stereo speakers, the brightest iPhone display with even more colors, splash water protection, and it looks great as it is. With the new 12-megapixel dual-camera camera, Apple offers the most advanced camera ever installed in an iPhone. The FaceTime camera also moves into the position of the best selfie and FaceTime camera of all time for 12 megapixel iPhones. The new wide-angle camera captures 47% more light for even better photos and videos. The latest Retina XDR display supports the usual features, including HDR, and is now even brighter and with the wide P3 color gamut. The powerful Apple A15 Bionic chip in the iPhone 14 offers up to 50% more performance than the competition and is also much more efficient for increasing battery life. The headset is now a full-fledged speaker and thus offers the possibility of true stereo sound in landscape mode. In terms of connectivity, the iPhone 14 is still unchallenged: it offers exhilarating speeds in any network via 5G, LTE and with the current Bluetooth 5.3 and WLAN standards.",1060.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2882""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1394,384,795,2412,20401,1778,"longest battery life ever , emergency sos via satellite , huge leap low-light photos , big bigger","apple iphone 14 renders much makes iphone iphone even better. advanced new camera system, best performance battery life iphone ever had, impressive stereo speakers, brightest iphone display even colors, splash water protection, looks great is. new 12-megapixel dual-camera camera, apple offers advanced camera ever installed iphone. facetime camera also moves position best selfie facetime camera time 12 megapixel iphones. new wide-angle camera captures 47% light even better photos videos. latest retina xdr display supports usual features, including hdr, even brighter wide p3 color gamut. powerful apple a15 bionic chip iphone 14 offers 50% performance competition also much efficient increasing battery life. headset full-fledged speaker thus offers possibility true stereo sound landscape mode. terms connectivity, iphone 14 still unchallenged offers exhilarating speeds network via 5g, lte current bluetooth 5.3 wlan standards."
130,"(Unlocked, 64GB) Apple iPhone x | Silver","[""Earphones with 3.5 mm headphone plug"",""Lightning to USB cable"",""USB power adapter"",""Sim card tray eject/open pin"",""Screen protector""]",4.4,39014,The iPhone X. So what you have not seen. And it is not something like you.The iPhone X has a all-screen design with 5.8 Super Retina HD display with HDR and true tones. It is from the most stable glass built ever in a smartphone with a more stable frame made of stainless steel with a surgical quality. It can charge wirelessly. It is against water and dust-proof. Has a 12 megapixel dual camera with dual optical image stabilization for great photos in low light. And a true depth camera for selfies with portrait mode and the new portrait light. Advanced face recognition unlocked iPhone X ensures with only a glance. It supports Augmented Reality experience in games and apps. With the iPhone X starts the next iPhone era.This text is machine translated.,177.23,"[{""specification_name"":""Screen Size"",""specification_value"":""5.8-Inch""},{""specification_name"":""Screen Type"",""specification_value"":""OLED""},{""specification_name"":""Storage"",""specification_value"":""64GB""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""T-Mobile Compatible"",""specification_value"":""yes""}]",iPhone,2423,888,1865,5000,28838,3311,"earphones 3.5 mm headphone plug , lightning usb cable , usb power adapter , sim card tray eject open pin , screen protector",iphone x. seen. something like you.the iphone x all-screen design 5.8 super retina hd display hdr true tones. stable glass built ever smartphone stable frame made stainless steel surgical quality. charge wirelessly. water dust-proof. 12 megapixel dual camera dual optical image stabilization great photos low light. true depth camera selfies portrait mode new portrait light. advanced face recognition unlocked iphone x ensures glance. supports augmented reality experience games apps. iphone x starts next iphone era.this text machine translated.
131,Apple iPhone 15 Pro Max - 1 TB - Natural Titanium,Not Available,0.0,29371,"The first iPhone to feature an aerospace‐grade titanium design making these our lightest Pro models ever. Featuring the A17 Pro chip. A monster win for gaming. Mobile games will look and feel so immersive, with incredibly detailed environments and more realistic characters. With the iPhone 15 Pro camera, you have multiple focal lengths to work with. It’s like having seven pro lenses in your pocket, everywhere you go.",2283.49,"[{""specification_name"":""title"",""specification_value"":""Default Title""}]",iPhone,1919,350,705,1760,24637,2269,available,"first iphone feature aerospace grade titanium design making lightest pro models ever. featuring a17 pro chip. monster win gaming. mobile games look feel immersive, incredibly detailed environments realistic characters. iphone 15 pro camera, multiple focal lengths work with. like seven pro lenses pocket, everywhere go."
132,Apple iPhone 12 64gb Black,"[""6.1-inch Super Retina XDR display."",""Ceramic Shield, tougher than any smartphone glass."",""5G for superfast downloads and high-quality streaming."",""Advanced dual-camera system with 12MP Ultra Wide and Wide cameras.""]",4.5,50481,"A super-powerful chip. 5G speed. An advanced dual-camera system. A Ceramic Shield front that's tougher than any smartphone glass. And a bright, beautiful OLED display. iPhone 12 pushes everything forward with superfast 5G. A new dual-camera system. And a beautiful Super Retina XDR display, so you can see everything in vivid detail. 5G to download movies on the fly and stream high-quality video. Beautifully bright 6.1inch Super Retina XDR display, with ceramic shield with 4x better drop performance. Advanced dual-camera system with 12MP ultra wide and wide cameras, night mode, deep Fusion, smart HDR 3, and 4K Dolby Vision HDR recording.",676.99,"[{""specification_name"":""Warranty"",""specification_value"":""12 months Warranty""},{""specification_name"":""RAM"",""specification_value"":""4GB""},{""specification_name"":""Internal"",""specification_value"":""64GB""},{""specification_name"":""Launched in India"",""specification_value"":""Yes""},{""specification_name"":""Form factor"",""specification_value"":""Touchscreen""}]",iPhone,3364,1130,1841,6036,38110,4494,"6.1-inch super retina xdr display. , ceramic shield, tougher smartphone glass. , 5g superfast downloads high-quality streaming. , advanced dual-camera system 12mp ultra wide wide cameras.","super-powerful chip. 5g speed. advanced dual-camera system. ceramic shield front tougher smartphone glass. bright, beautiful oled display. iphone 12 pushes everything forward superfast 5g. new dual-camera system. beautiful super retina xdr display, see everything vivid detail. 5g download movies fly stream high-quality video. beautifully bright 6.1inch super retina xdr display, ceramic shield 4x better drop performance. advanced dual-camera system 12mp ultra wide wide cameras, night mode, deep fusion, smart hdr 3, 4k dolby vision hdr recording."
133,Apple iPhone 14 128GB Purple,"[""Our longest battery life ever"",""Emergency SOS via satellite"",""A huge leap in low-light photos"",""Big and bigger""]",4.6,25386,"Introducing the iPhone 14 Purple from Apple, a sleek and innovative device that combines cutting-edge technology with a vibrant design. This stunning smartphone boasts a striking purple color that is sure to turn heads and make a stylish statement. The iPhone 14 Purple is packed with advanced features and capabilities. Its powerful A-series chip ensures lightning-fast performance, allowing you to seamlessly navigate through apps, games, and multimedia. The stunning Super Retina XDR display delivers vibrant colors and sharp details, making every image and video come to life. Capture your precious moments with the iPhone 14 Purple's high-resolution camera system. Whether you're taking stunning portraits, breathtaking landscapes, or shooting 4K videos, the advanced camera technology guarantees exceptional clarity and depth. With the added Night mode, you can capture stunning photos even in low light conditions. This device also prioritizes your security and privacy. Face ID technology provides effortless and secure access to your phone, while protecting your personal information. And with the latest iOS, you can enjoy a seamless and intuitive user experience, along with access to a wide range of apps and services. Elevate your mobile experience with the iPhone 14 Purple from Apple. Its sleek design, powerful performance, and captivating display make it the perfect companion for your everyday needs.",1349.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2882""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1394,384,795,2412,20401,1778,"longest battery life ever , emergency sos via satellite , huge leap low-light photos , big bigger","introducing iphone 14 purple apple, sleek innovative device combines cutting-edge technology vibrant design. stunning smartphone boasts striking purple color sure turn heads make stylish statement. iphone 14 purple packed advanced features capabilities. powerful a-series chip ensures lightning-fast performance, allowing seamlessly navigate apps, games, multimedia. stunning super retina xdr display delivers vibrant colors sharp details, making every image video come life. capture precious moments iphone 14 purple high-resolution camera system. whether taking stunning portraits, breathtaking landscapes, shooting 4k videos, advanced camera technology guarantees exceptional clarity depth. added night mode, capture stunning photos even low light conditions. device also prioritizes security privacy. face id technology provides effortless secure access phone, protecting personal information. latest ios, enjoy seamless intuitive user experience, along access wide range apps services. elevate mobile experience iphone 14 purple apple. sleek design, powerful performance, captivating display make perfect companion everyday needs."
134,"Apple Iphone 16 Pro Max, 256Gb - Black Titanium","[""150GB Extra Data"",""3 months free trial os Secure Net"",""Get up to 3 months of free Apple Music"",""Apple TV+""]",3.8,1816,"The iPhone 16 Pro Max combines a stunning titanium design with powerful features, including a robust 6.9-inch Super Retina XDR display and the latest-generation Ceramic Shield, making it twice as tough as any other smartphone glass. Equipped with the A18 Pro chip, it delivers exceptional performance, from advanced Camera Control that lets you effortlessly manage zoom and depth of field, to professional-grade video recording with 4K 120 fps Dolby Vision enabled by the 48MP Fusion camera. This model also boasts a significant leap in battery life with up to 33 hours of video playback and supports fast charging via USB-C or MagSafe. With iOS 18, you can personalise your Home Screen, easily find photos, and add animated effects in iMessage, while safety features like Crash Detection ensure you're protected.",1435.99,"[{""specification_name"":""Storage"",""specification_value"":""256GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro Max""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,470,41,72,107,1126,511,"150gb extra data , 3 months free trial os secure net , get 3 months free apple music , apple tv","iphone 16 pro max combines stunning titanium design powerful features, including robust 6.9-inch super retina xdr display latest-generation ceramic shield, making twice tough smartphone glass. equipped a18 pro chip, delivers exceptional performance, advanced camera control lets effortlessly manage zoom depth field, professional-grade video recording 4k 120 fps dolby vision enabled 48mp fusion camera. model also boasts significant leap battery life 33 hours video playback supports fast charging via usb-c magsafe. ios 18, personalise home screen, easily find photos, add animated effects imessage, safety features like crash detection ensure protected."
135,Apple iPhone 16 Plus - 128 GB - White,"[""35 C Temperaturbereich bei Lagerung: -20"",""45 C Relative Luftfeuchtigkeit in Betrieb: 5"",""95% Höhe bei Betrieb: 0"",""3000 m Mitgelieferte Kabel: USB Typ-C auf USB Typ-C Enthält nicht: Arsen, BFR, Quecksilber, PVC""]",4.2,188,"The iPhone 16 Plus introduces Camera Control with a 48MP Fusion camera, available in five vibrant colours, all powered by the advanced A18 chip. Camera Control simplifies access to tools like zoom and depth of field, enabling effortless perfect shots. The enhanced Ultra Wide camera with autofocus allows for detailed macro photos and videos, while the 48MP Fusion camera ensures high-resolution images, and the 2x optical-quality Telephoto provides clear zoomed-in shots. The latest Photographic Styles offer creative flexibility, letting you personalise and reverse styles as desired. The A18 chip supports advanced photo and video features and console-level gaming with excellent power efficiency. Enjoy up to 27 hours of video playback, with fast charging via USB-C or MagSafe. The iPhone 16 Plus features a durable aerospace-grade aluminium design and a 6.7-inch Super Retina XDR display, protected by the latest-generation Ceramic Shield, which is twice as tough as other smartphone glass. The new Action Button provides quick access to features like the flashlight or Silent mode. With iOS 18, customise Home Screen icons, find photos quickly, and add animated effects in iMessage. Crash Detection enhances safety by detecting serious car crashes and calling for help if needed.",1467.69,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3290""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Water-resistant, splash-resistant, dust-resistant""},{""specification_name"":""Width"",""specification_value"":""77.8 mm""}]",iPhone,24,7,4,15,138,31,"35 c temperaturbereich bei lagerung -20 , 45 c relative luftfeuchtigkeit betrieb 5 , 95% h bei betrieb 0 , 3000 mitgelieferte kabel usb typ-c auf usb typ-c enth lt nicht arsen, bfr, quecksilber, pvc","iphone 16 plus introduces camera control 48mp fusion camera, available five vibrant colours, powered advanced a18 chip. camera control simplifies access tools like zoom depth field, enabling effortless perfect shots. enhanced ultra wide camera autofocus allows detailed macro photos videos, 48mp fusion camera ensures high-resolution images, 2x optical-quality telephoto provides clear zoomed-in shots. latest photographic styles offer creative flexibility, letting personalise reverse styles desired. a18 chip supports advanced photo video features console-level gaming excellent power efficiency. enjoy 27 hours video playback, fast charging via usb-c magsafe. iphone 16 plus features durable aerospace-grade aluminium design 6.7-inch super retina xdr display, protected latest-generation ceramic shield, twice tough smartphone glass. new action button provides quick access features like flashlight silent mode. ios 18, customise home screen icons, find photos quickly, add animated effects imessage. crash detection enhances safety detecting serious car crashes calling help needed."
137,Apple iPhone 16 Pro - 128 GB - Natural Titanium,"[""VITAL SAFETY FEATURES — With Crash Detection, iPhone can detect a serious car crash and call for help if you can't."",""– *Note: Physical damage not covered.""]",3.9,2112,"The iPhone 16 Pro 128GB in Deep Space features a sleek and elegant design, boasting a Super Retina XDR display for vibrant colors and incredible clarity.The advanced camera system offers impressive low-light photography and ProRAW capabilities for stunning, professional-quality images. It also supports 5G connectivity for ultra-fast downloads and streaming. The device is built for durability and enhanced battery life, making it perfect for everyday use. Plus, with iOS, enjoy a seamless user experience and access to a vast ecosystem of apps.",1290.98,"[{""specification_name"":""color"",""specification_value"":""Natural Titanium""},{""specification_name"":""size"",""specification_value"":""128GB""},{""specification_name"":""variant"",""specification_value"":""iPhone 16 Pro""}]",iPhone,392,75,121,194,1330,467,"vital safety features crash detection, iphone detect serious car crash call help t. , note physical damage covered.","iphone 16 pro 128gb deep space features sleek elegant design, boasting super retina xdr display vibrant colors incredible clarity.the advanced camera system offers impressive low-light photography proraw capabilities stunning, professional-quality images. also supports 5g connectivity ultra-fast downloads streaming. device built durability enhanced battery life, making perfect everyday use. plus, ios, enjoy seamless user experience access vast ecosystem apps."
139,Apple iPhone 11 Pro Max (64GB) - Midnight Green,"[""Experience amazing picture quality with its retina XDR display"",""Capture your beautiful moments with its 12 MP rear camera"",""64 GB internal memory offers ample space to store your data""]",4.6,20002,"Experience the ultimate in smartphone technology with the Apple iPhone 11 Pro Max. This sleek and stylish device features a stunning 6.5-inch Super Retina XDR display, providing you with an immersive viewing experience like never before. With its powerful A13 Bionic chip, you can enjoy lightning-fast performance and seamless multitasking. Capture professional-quality photos and videos with the triple-camera system, including an ultra-wide lens and Night mode. Plus, with 64GB of storage, you'll have plenty of space to store all your favorite apps, photos, and videos. Choose the Matte Midnight Green color for a sophisticated and modern look. Stay connected and entertained with the Apple iPhone 11 Pro Max. This cutting-edge smartphone boasts a 6.5-inch Super Retina XDR display, delivering vibrant colors and sharp details. Powered by the A13 Bionic chip, it offers lightning-fast performance and efficient power management. Capture stunning photos and videos with the triple-camera system, which includes an ultra-wide lens for capturing more of the scene. The Night mode feature allows you to take clear and detailed photos even in low light conditions. With 64GB of storage, you'll have ample space for all your apps, games, and media. Choose the Matte Midnight Green color for a sleek and stylish look.",819.36,"[{""specification_name"":""Storage Capacity"",""specification_value"":""64 GB""},{""specification_name"":""Maximum Resolution"",""specification_value"":""2688 x 1242 pi""},{""specification_name"":""Operating System"",""specification_value"":""iOS 11""},{""specification_name"":""Water-Resistant"",""specification_value"":""Yes""},{""specification_name"":""Display Size"",""specification_value"":""6.5\""""}]",iPhone,856,352,598,1948,16248,1208,"experience amazing picture quality retina xdr display , capture beautiful moments 12 mp rear camera , 64 gb internal memory offers ample space store data","experience ultimate smartphone technology apple iphone 11 pro max. sleek stylish device features stunning 6.5-inch super retina xdr display, providing immersive viewing experience like never before. powerful a13 bionic chip, enjoy lightning-fast performance seamless multitasking. capture professional-quality photos videos triple-camera system, including ultra-wide lens night mode. plus, 64gb storage, plenty space store favorite apps, photos, videos. choose matte midnight green color sophisticated modern look. stay connected entertained apple iphone 11 pro max. cutting-edge smartphone boasts 6.5-inch super retina xdr display, delivering vibrant colors sharp details. powered a13 bionic chip, offers lightning-fast performance efficient power management. capture stunning photos videos triple-camera system, includes ultra-wide lens capturing scene. night mode feature allows take clear detailed photos even low light conditions. 64gb storage, ample space apps, games, media. choose matte midnight green color sleek stylish look."
140,Apple - iPhone 13 Leather Case with MagSafe - Wisteria,"[""Leather Case with MagSafe is a Delightful way to give your iPhone Extra Protection while adding Style"",""Made from specially Tanned and Finished Leather"",""Compatible with Magsafe and QI Certified Charger"",""Magical Attach and Detach Experience,Leather Case with MagSafe is a Delightful way to give your iPhone Extra Protection while adding Style"",""Magical Attach and Detach Experience""]",4.7,602,"Overview Designed by Apple to complement iPhone 13, the Leather Case with MagSafe is a delightful way to give your iPhone extra protection while adding style. Made from specially tanned and finished leather, the outside feels soft to the touch and develops a natural patina over time. The case quickly snaps into place and fits snugly over your iPhone without adding bulk. With built-in magnets that align perfectly with iPhone 13, the case offers a magical attach and detach experience, every time. The perfectly aligned magnets make wireless charging faster and easier than ever before. And when it’s time to charge, just leave the case on your iPhone and snap on your MagSafe charger, or set it on your Qi-certified charger. Like every Apple-designed case, it undergoes thousands of hours of testing throughout the design and manufacturing process. So not only does it look great, it’s built to protect your iPhone from scratches and drops. This case is made with high-quality, supple leather to Apple Official iPhone 13 Case with MagSafe - Wisteria Apple, AppleiPhoneCases.",14.06,"[{""specification_name"":""Material"",""specification_value"":""Leather""},{""specification_name"":""Color"",""specification_value"":""Wisteria""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""},{""specification_name"":""Protection"",""specification_value"":""Drop protection, scratch protection""}]",iPhone,12,17,8,45,520,29,"leather case magsafe delightful way give iphone extra protection adding style , made specially tanned finished leather , compatible magsafe qi certified charger , magical attach detach experience,leather case magsafe delightful way give iphone extra protection adding style , magical attach detach experience","overview designed apple complement iphone 13, leather case magsafe delightful way give iphone extra protection adding style. made specially tanned finished leather, outside feels soft touch develops natural patina time. case quickly snaps place fits snugly iphone without adding bulk. built-in magnets align perfectly iphone 13, case offers magical attach detach experience, every time. perfectly aligned magnets make wireless charging faster easier ever before. time charge, leave case iphone snap magsafe charger, set qi-certified charger. like every apple-designed case, undergoes thousands hours testing throughout design manufacturing process. look great, built protect iphone scratches drops. case made high-quality, supple leather apple official iphone 13 case magsafe - wisteria apple, appleiphonecases."
141,"Apple Iphone 16 Pro, 512Gb - Black Titanium","[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.9,1200,"New Apple iPhone 16 Pro. Camera Control gives you an easier way to quickly access camera tools and takes video capture to a whole new level with 4K 120 fps Dolby Vision, our highest resolution and frame rate combo yet. With 4 studio-quality mics and Audio Mix which lets you adjust the way voices sound in your videos using three different voice options, it's a Pro studio in your pocket. Plus iPhone 16 Pro adds a second 48Mp camera to the Pro camera system. The new 48Mp Ultra Wide camera has a more advanced quad-pixel sensor for super-high-resolution 48Mp ProRAW and Heif photos with autofocus. All-new A18 Pro chip powers unrivaled intelligence and unprecedented performance and a huge leap in battery life, up to 27 hours of video playback. iPhone 16 Pro features a Grade 5 titanium design with a new, refined microblasted finish. Internal substructure and back glass optimizations and design improvements that further dissipate heat enabling you to run high-intensity gaming for longer. iPhone 16 Pro is splash, water, and dust resistant and latest-generation Ceramic Shield material is two times tougher than any smartphone glass. Our thinnest borders yet, for even larger displays. Built for Apple Intelligence, the personal intelligence system that helps you write, express yourself, and get things done effortlessly while designed to protect your privacy at every step.",1579.99,"[{""specification_name"":""Storage"",""specification_value"":""512GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,242,36,58,101,763,278,"3 months free trial os secure net , extra 50 trade , get 3 months free apple music","new apple iphone 16 pro. camera control gives easier way quickly access camera tools takes video capture whole new level 4k 120 fps dolby vision, highest resolution frame rate combo yet. 4 studio-quality mics audio mix lets adjust way voices sound videos using three different voice options, pro studio pocket. plus iphone 16 pro adds second 48mp camera pro camera system. new 48mp ultra wide camera advanced quad-pixel sensor super-high-resolution 48mp proraw heif photos autofocus. all-new a18 pro chip powers unrivaled intelligence unprecedented performance huge leap battery life, 27 hours video playback. iphone 16 pro features grade 5 titanium design new, refined microblasted finish. internal substructure back glass optimizations design improvements dissipate heat enabling run high-intensity gaming longer. iphone 16 pro splash, water, dust resistant latest-generation ceramic shield material two times tougher smartphone glass. thinnest borders yet, even larger displays. built apple intelligence, personal intelligence system helps write, express yourself, get things done effortlessly designed protect privacy every step."
142,"Apple Iphone 16 Pro Max, 512Gb - Natural Titanium","[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.8,1816,"The iPhone 16 Pro Max combines a stunning titanium design with powerful features, including a robust 6.9-inch Super Retina XDR display and the latest-generation Ceramic Shield, making it twice as tough as any other smartphone glass. Equipped with the A18 Pro chip, it delivers exceptional performance, from advanced Camera Control that lets you effortlessly manage zoom and depth of field, to professional-grade video recording with 4K 120 fps Dolby Vision enabled by the 48MP Fusion camera. This model also boasts a significant leap in battery life with up to 33 hours of video playback and supports fast charging via USB-C or MagSafe. With iOS 18, you can personalise your Home Screen, easily find photos, and add animated effects in iMessage, while safety features like Crash Detection ensure you're protected.",1689.99,"[{""specification_name"":""Storage"",""specification_value"":""512GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro Max""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,470,41,72,107,1126,511,"3 months free trial os secure net , extra 50 trade , get 3 months free apple music","iphone 16 pro max combines stunning titanium design powerful features, including robust 6.9-inch super retina xdr display latest-generation ceramic shield, making twice tough smartphone glass. equipped a18 pro chip, delivers exceptional performance, advanced camera control lets effortlessly manage zoom depth field, professional-grade video recording 4k 120 fps dolby vision enabled 48mp fusion camera. model also boasts significant leap battery life 33 hours video playback supports fast charging via usb-c magsafe. ios 18, personalise home screen, easily find photos, add animated effects imessage, safety features like crash detection ensure protected."
143,Pre-owned Apple iPhone 12 Mini - Carrier Unlocked - 64 GB Green (Good),"[""iPhone 12 Mini."",""Sharp display quality."",""Small but powerful."",""With the same A14 Bionic processor as its larger siblings, this phone is responsive and showcases raw power fast ahead of the entire pack."",""Excellent night vision."",""Distinct audio."",""Buy your Apple iPhone 12 Mini at Reebelo.""]",4.4,19782,"The Apple iPhone 12 mini-packs big features in a 5.4-inch design. 5G to download movies on the fly and stream high-quality video. A beautifully bright and compact Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with Night mode on all cameras. Cinema-grade Dolby Vision HDR video recording, editing, and playback. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. Its big news for mini. It is in good condition with light scratches, scuffs, and minor blemishes.",227.21,"[{""specification_name"":""Processor Brand"",""specification_value"":""A14 Bionic""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Wireless Charging""},{""specification_name"":""Resolution"",""specification_value"":""1080 x 2340 pixels""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Unlocked Cell Phones""}]",iPhone,1282,489,841,2635,14535,1771,"iphone 12 mini. , sharp display quality. , small powerful. , a14 bionic processor larger siblings, phone responsive showcases raw power fast ahead entire pack. , excellent night vision. , distinct audio. , buy apple iphone 12 mini reebelo.","apple iphone 12 mini-packs big features 5.4-inch design. 5g download movies fly stream high-quality video. beautifully bright compact super retina xdr display. ceramic shield 4x better drop performance. incredible low-light photography night mode cameras. cinema-grade dolby vision hdr video recording, editing, playback. powerful a14 bionic chip. new magsafe accessories easy attach faster wireless charging. big news mini. good condition light scratches, scuffs, minor blemishes."
