title,rating,reviews_count,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews,cleaned_product_description,cleaned_product_details,sentiment_product_description,sentiment_product_details
Apple iPhone 14 128GB Purple,4.6,25386,1349.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2882""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1394,384,795,2412,20401,1778,"longest battery life ever , emergency sos via satellite , huge leap low-light photos , big bigger","introducing iphone 14 purple apple, sleek innovative device combines cutting-edge technology vibrant design. stunning smartphone boasts striking purple color sure turn heads make stylish statement. iphone 14 purple packed advanced features capabilities. powerful a-series chip ensures lightning-fast performance, allowing seamlessly navigate apps, games, multimedia. stunning super retina xdr display delivers vibrant colors sharp details, making every image video come life. capture precious moments iphone 14 purple high-resolution camera system. whether taking stunning portraits, breathtaking landscapes, shooting 4k videos, advanced camera technology guarantees exceptional clarity depth. added night mode, capture stunning photos even low light conditions. device also prioritizes security privacy. face id technology provides effortless secure access phone, protecting personal information. latest ios, enjoy seamless intuitive user experience, along access wide range apps services. elevate mobile experience iphone 14 purple apple. sleek design, powerful performance, captivating display make perfect companion everyday needs.",-0.0772,0.9943
"Apple Iphone 16 Pro Max, 256Gb - Black Titanium",3.8,1816,1435.99,"[{""specification_name"":""Storage"",""specification_value"":""256GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro Max""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,470,41,72,107,1126,511,"150gb extra data , 3 months free trial os secure net , get 3 months free apple music , apple tv","iphone 16 pro max combines stunning titanium design powerful features, including robust 6.9-inch super retina xdr display latest-generation ceramic shield, making twice tough smartphone glass. equipped a18 pro chip, delivers exceptional performance, advanced camera control lets effortlessly manage zoom depth field, professional-grade video recording 4k 120 fps dolby vision enabled 48mp fusion camera. model also boasts significant leap battery life 33 hours video playback supports fast charging via usb-c magsafe. ios 18, personalise home screen, easily find photos, add animated effects imessage, safety features like crash detection ensure protected.",0.8402,0.9783
Apple iPhone 16 Plus - 128 GB - White,4.2,188,1467.69,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3290""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Water-resistant, splash-resistant, dust-resistant""},{""specification_name"":""Width"",""specification_value"":""77.8 mm""}]",iPhone,24,7,4,15,138,31,"35 c temperaturbereich bei lagerung -20 , 45 c relative luftfeuchtigkeit betrieb 5 , 95% h bei betrieb 0 , 3000 mitgelieferte kabel usb typ-c auf usb typ-c enth lt nicht arsen, bfr, quecksilber, pvc","iphone 16 plus introduces camera control 48mp fusion camera, available five vibrant colours, powered advanced a18 chip. camera control simplifies access tools like zoom depth field, enabling effortless perfect shots. enhanced ultra wide camera autofocus allows detailed macro photos videos, 48mp fusion camera ensures high-resolution images, 2x optical-quality telephoto provides clear zoomed-in shots. latest photographic styles offer creative flexibility, letting personalise reverse styles desired. a18 chip supports advanced photo video features console-level gaming excellent power efficiency. enjoy 27 hours video playback, fast charging via usb-c magsafe. iphone 16 plus features durable aerospace-grade aluminium design 6.7-inch super retina xdr display, protected latest-generation ceramic shield, twice tough smartphone glass. new action button provides quick access features like flashlight silent mode. ios 18, customise home screen icons, find photos quickly, add animated effects imessage. crash detection enhances safety detecting serious car crashes calling help needed.",0.0,0.9917
Apple iPhone 16 Pro - 128 GB - Natural Titanium,3.9,2112,1290.98,"[{""specification_name"":""color"",""specification_value"":""Natural Titanium""},{""specification_name"":""size"",""specification_value"":""128GB""},{""specification_name"":""variant"",""specification_value"":""iPhone 16 Pro""}]",iPhone,392,75,121,194,1330,467,"vital safety features crash detection, iphone detect serious car crash call help t. , note physical damage covered.","iphone 16 pro 128gb deep space features sleek elegant design, boasting super retina xdr display vibrant colors incredible clarity.the advanced camera system offers impressive low-light photography proraw capabilities stunning, professional-quality images. also supports 5g connectivity ultra-fast downloads streaming. device built durability enhanced battery life, making perfect everyday use. plus, ios, enjoy seamless user experience access vast ecosystem apps.",-0.296,0.9798
Apple iPhone 11 Pro Max (64GB) - Midnight Green,4.6,20002,819.36,"[{""specification_name"":""Storage Capacity"",""specification_value"":""64 GB""},{""specification_name"":""Maximum Resolution"",""specification_value"":""2688 x 1242 pi""},{""specification_name"":""Operating System"",""specification_value"":""iOS 11""},{""specification_name"":""Water-Resistant"",""specification_value"":""Yes""},{""specification_name"":""Display Size"",""specification_value"":""6.5\""""}]",iPhone,856,352,598,1948,16248,1208,"experience amazing picture quality retina xdr display , capture beautiful moments 12 mp rear camera , 64 gb internal memory offers ample space store data","experience ultimate smartphone technology apple iphone 11 pro max. sleek stylish device features stunning 6.5-inch super retina xdr display, providing immersive viewing experience like never before. powerful a13 bionic chip, enjoy lightning-fast performance seamless multitasking. capture professional-quality photos videos triple-camera system, including ultra-wide lens night mode. plus, 64gb storage, plenty space store favorite apps, photos, videos. choose matte midnight green color sophisticated modern look. stay connected entertained apple iphone 11 pro max. cutting-edge smartphone boasts 6.5-inch super retina xdr display, delivering vibrant colors sharp details. powered a13 bionic chip, offers lightning-fast performance efficient power management. capture stunning photos videos triple-camera system, includes ultra-wide lens capturing scene. night mode feature allows take clear detailed photos even low light conditions. 64gb storage, ample space apps, games, media. choose matte midnight green color sleek stylish look.",0.8271,0.9853
Apple - iPhone 13 Leather Case with MagSafe - Wisteria,4.7,602,14.06,"[{""specification_name"":""Material"",""specification_value"":""Leather""},{""specification_name"":""Color"",""specification_value"":""Wisteria""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""},{""specification_name"":""Protection"",""specification_value"":""Drop protection, scratch protection""}]",iPhone,12,17,8,45,520,29,"leather case magsafe delightful way give iphone extra protection adding style , made specially tanned finished leather , compatible magsafe qi certified charger , magical attach detach experience,leather case magsafe delightful way give iphone extra protection adding style , magical attach detach experience","overview designed apple complement iphone 13, leather case magsafe delightful way give iphone extra protection adding style. made specially tanned finished leather, outside feels soft touch develops natural patina time. case quickly snaps place fits snugly iphone without adding bulk. built-in magnets align perfectly iphone 13, case offers magical attach detach experience, every time. perfectly aligned magnets make wireless charging faster easier ever before. time charge, leave case iphone snap magsafe charger, set qi-certified charger. like every apple-designed case, undergoes thousands hours testing throughout design manufacturing process. look great, built protect iphone scratches drops. case made high-quality, supple leather apple official iphone 13 case magsafe - wisteria apple, appleiphonecases.",0.8225,0.9788
"Apple Iphone 16 Pro, 512Gb - Black Titanium",3.9,1200,1579.99,"[{""specification_name"":""Storage"",""specification_value"":""512GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,242,36,58,101,763,278,"3 months free trial os secure net , extra 50 trade , get 3 months free apple music","new apple iphone 16 pro. camera control gives easier way quickly access camera tools takes video capture whole new level 4k 120 fps dolby vision, highest resolution frame rate combo yet. 4 studio-quality mics audio mix lets adjust way voices sound videos using three different voice options, pro studio pocket. plus iphone 16 pro adds second 48mp camera pro camera system. new 48mp ultra wide camera advanced quad-pixel sensor super-high-resolution 48mp proraw heif photos autofocus. all-new a18 pro chip powers unrivaled intelligence unprecedented performance huge leap battery life, 27 hours video playback. iphone 16 pro features grade 5 titanium design new, refined microblasted finish. internal substructure back glass optimizations design improvements dissipate heat enabling run high-intensity gaming longer. iphone 16 pro splash, water, dust resistant latest-generation ceramic shield material two times tougher smartphone glass. thinnest borders yet, even larger displays. built apple intelligence, personal intelligence system helps write, express yourself, get things done effortlessly designed protect privacy every step.",0.8402,0.9764
"Apple Iphone 16 Pro Max, 512Gb - Natural Titanium",3.8,1816,1689.99,"[{""specification_name"":""Storage"",""specification_value"":""512GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro Max""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,470,41,72,107,1126,511,"3 months free trial os secure net , extra 50 trade , get 3 months free apple music","iphone 16 pro max combines stunning titanium design powerful features, including robust 6.9-inch super retina xdr display latest-generation ceramic shield, making twice tough smartphone glass. equipped a18 pro chip, delivers exceptional performance, advanced camera control lets effortlessly manage zoom depth field, professional-grade video recording 4k 120 fps dolby vision enabled 48mp fusion camera. model also boasts significant leap battery life 33 hours video playback supports fast charging via usb-c magsafe. ios 18, personalise home screen, easily find photos, add animated effects imessage, safety features like crash detection ensure protected.",0.8402,0.9783
Pre-owned Apple iPhone 12 Mini - Carrier Unlocked - 64 GB Green (Good),4.4,19782,227.21,"[{""specification_name"":""Processor Brand"",""specification_value"":""A14 Bionic""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Wireless Charging""},{""specification_name"":""Resolution"",""specification_value"":""1080 x 2340 pixels""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Unlocked Cell Phones""}]",iPhone,1282,489,841,2635,14535,1771,"iphone 12 mini. , sharp display quality. , small powerful. , a14 bionic processor larger siblings, phone responsive showcases raw power fast ahead entire pack. , excellent night vision. , distinct audio. , buy apple iphone 12 mini reebelo.","apple iphone 12 mini-packs big features 5.4-inch design. 5g download movies fly stream high-quality video. beautifully bright compact super retina xdr display. ceramic shield 4x better drop performance. incredible low-light photography night mode cameras. cinema-grade dolby vision hdr video recording, editing, playback. powerful a14 bionic chip. new magsafe accessories easy attach faster wireless charging. big news mini. good condition light scratches, scuffs, minor blemishes.",0.875,0.9678
Apple iPhone 15 Pro Max 1TB Blue Titanium,0.0,29371,3433.49,"[{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Internal Memory"",""specification_value"":""1 TB""},{""specification_name"":""Angle"",""specification_value"":""120o""},{""specification_name"":""Speed"",""specification_value"":""120 Hz""}]",iPhone,1919,350,705,1760,24637,2269,"become super recruiter earn rewards , double data , earn 5 recommending friend , free eu roaming , free calls texts network","unveiling iphone 15 pro max, testament apple relentless pursuit perfection. powered lightning-fast a17 pro bionic chip, device sets new standards performance, ensuring effortless multitasking responsiveness redefines possible smartphone. prepare amazed iphone 15 pro max camera system, delivering unparalleled photographic capabilities. pro-grade sensor enhanced computational photography, captures breathtaking 4k videos stunning photos astounding detail clarity. 5g capabilities, experience lightning-fast connectivity, face id ensures device data remain uncompromisingly secure. iphone 15 pro max smartphone technological marvel, delivering innovation, productivity, creativity palm hand.",0.9501,0.9847
Apple iPhone 8 Plus - 64 GB - Gold,4.5,20498,400.21,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1897""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""78.1 mm""}]",iPhone,1269,420,763,2671,15375,1689,"earphones 3.5 mm headphone plug , lightning usb cable , usb power adapter , sim card tray eject open pin , screen protector","iphone 8 plus comes 5.5 super retina hd display employing first oled screen rises standards iphone durable glass front back surgical-grade stainless steel, wireless charging water dust resistance. cameras calibrated augmented reality, new portrait lighting feature comes standard, videos recorded ultra hd. also takes advantage modern technology, utilising wireless charging. made possible a11 bionic, state-of-the-art technology neural engine, faster cpu adaptive recognition.",0.0,0.7096
Apple iPhone 15 128GB Yellow,4.6,18154,758.49,"[{""specification_name"":""Capacity"",""specification_value"":""512 GB capacity""},{""specification_name"":""Screen size"",""specification_value"":""6.7 inches""},{""specification_name"":""Battery Type"",""specification_value"":""Lithium-ion battery""},{""specification_name"":""App Store"",""specification_value"":""Apple App Store""},{""specification_name"":""the weight"",""specification_value"":""‎201‎.00‎ g (‎7‎.10‎ oz)‎""}]",iPhone,1003,213,516,1332,15090,1216,"1gb extra data , become super recruiter earn rewards , earn 5 recommending friend , free eu roaming , free calls texts network","apple iphone 15 128gb yellow compact smartphone good cameras. 48-megapixel camera, take photos smallest details visible. quality stays good zoom in. really zoom without loss quality, need telephoto lens iphone 15 pro. easily multitask thanks dynamic island top screen. pause music read message without open app. device 128gb storage. means regularly delete apps photos make space. choose 256gb download often take lot photos. iphone usb-c port, old lightning accessories like charger fit anymore.",0.9501,0.9624
Apple iPhone 16 Pro - 256 GB - Black Titanium,3.9,1200,1247.62,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3287""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""71.5 mm""}]",iPhone,242,36,58,101,763,278,"built apple intelligence - personal, private, powerful , fast fluid camera control , pro studio pocket 4k 120 fps dolby vision 4 studio-quality mics , extra-thin borders even larger display , a18 pro chip powers unrivaled intelligence unprecedented performance , huge leap battery life","new apple iphone 16 pro. camera control gives easier way quickly access camera tools takes video capture whole new level 4k 120 fps dolby vision, highest resolution frame rate combo yet. 4 studio-quality mics audio mix lets adjust way voices sound videos using three different voice options, pro studio pocket. plus iphone 16 pro adds second 48mp camera pro camera system. new 48mp ultra wide camera advanced quad-pixel sensor super-high-resolution 48mp proraw heif photos autofocus. all-new a18 pro chip powers unrivaled intelligence unprecedented performance huge leap battery life, 27 hours video playback. iphone 16 pro features grade 5 titanium design new, refined microblasted finish. internal substructure back glass optimizations design improvements dissipate heat enabling run high-intensity gaming longer. iphone 16 pro splash, water, dust resistant latest-generation ceramic shield material two times tougher smartphone glass. thinnest borders yet, even larger displays. built apple intelligence, personal intelligence system helps write, express yourself, get things done effortlessly designed protect privacy every step.",0.9062,0.9764
"Apple iPhone 14 Pro Max, 256GB, Deep Purple - Unlocked (Renewed)",4.6,18920,809.99,"[{""specification_name"":""Display"",""specification_value"":""OLED""},{""specification_name"":""Resolution"",""specification_value"":""2796 x 1290""},{""specification_name"":""Refresh Rate"",""specification_value"":""120 Hz""}]",iPhone,827,232,577,1560,15724,1059,available,"6.7-inch super retina xdr display featuring always-on promotion.dynamic island, magical new way interact iphone.48mp main camera 4x greater resolution. cinematic mode 4k dolby vision 30 fps.action mode smooth, steady, handheld videos vital safety feature - crash detection.a16 bionic, ultimate smartphone chip. superfast 5g cellular.",0.0,0.8658
Apple iPhone 15 Plus - 128 GB - Pink,4.6,6563,929.75,"[{""specification_name"":""RAM"",""specification_value"":""‎128 GB""},{""specification_name"":""Product Dimensions"",""specification_value"":""‎0.78 x 7.78 x 16.09 cm; 201 Grams""},{""specification_name"":""Batteries"",""specification_value"":""‎1 Lithium Ion batteries required. (included)""},{""specification_name"":""Wireless communication technologies"",""specification_value"":""‎Bluetooth, Wi-Fi""},{""specification_name"":""Connectivity technologies"",""specification_value"":""‎Wi‐Fi 6 (802.11ax) with 2×2 MIMO;Bluetooth 5.3""}]",iPhone,354,77,146,407,5579,431,available,"experience dynamic companion iphone 15 plus. work, dynamic island keeps connected quickly bubbling alerts. dependable construction, including integrated glass aerospace-grade aluminium, makes resistant water dust. utilise 48 mp main camera capture life clarity shot. excels computational photography tasks conserving battery life due a16 bionic processor. addition, supports usb-c, simplifies charging requirements. iphone 15 plus, creativity fingertips tech game. cable clutter, say goodbye convenience.",0.0,0.9382
Apple - iPhone 15 Pro Max FineWoven Case with MagSafe - Evergreen,4.3,1231,22.35,"[{""specification_name"":""Material"",""specification_value"":""FineWoven""},{""specification_name"":""Color"",""specification_value"":""Evergreen""},{""specification_name"":""Product Recycled Content"",""specification_value"":""68 % - made of post-consumer recycled content""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""}]",iPhone,124,41,47,130,889,165,"type case , color evergreen , compatible products iphone 15 pro max","finewoven fabric cover magsafe iphone 15 pro max - leaf green finewoven fabric cover magsafe designed apple nice addition stylish protection iphone 15 pro max. made durable microtwill feels like soft suede. finewoven material designed planet mind - contains 68% post-consumer recycled material. compared leather, production accounts significantly less carbon emissions. cover easily snaps onto iphone hugs tightly without adding bulk. thanks integrated magnets perfectly align iphone 15 pro max, clip-in feels magical every time wireless charging faster. need charge iphone, clip magsafe charger cover place place qi charger. every apple casehas undergone thousands hours testing design manufacturing. looks good, mainly protects iphone event fall scratches. iphone cover high quality durable. finewoven material may show signs wear time fibers subjected pressure normal use. scratches may diminish time. connecting magsafe accessories creates tiny footprints. phenomena occur silicone transparent cover iphone 15 pro max.",0.0,0.9501
Gear4 Milan Snap Apple iPhone 13,3.9,46,16.04,"[{""specification_name"":""Material"",""specification_value"":""D3O Crystalex""},{""specification_name"":""Color"",""specification_value"":""Rose""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""},{""specification_name"":""Protection"",""specification_value"":""Drop-resistant""}]",iPhone,5,4,6,6,25,9,"13ft 4m drop protection milan snap tested proven protect phone drops 13 feet 4 meters . , integrated d3o d3o pliable, flexible material hardens impact, dissipating shock protecting device. , magsafe compatible milan snap compatible magsafe charging system. , contains recycled plastics milan snap partly constructed recycled plastics contains post-consumer waste post-industrial regrind.","magsafe compatible protective cover made d3o crystalex material, protects device falls height 4 meters. surface cover enriched antimicrobial layer. d3o crystalex material used production cover. cover proud drop test, declares protection device falling height 4 meters. material formulated resist yellowing color transfer remain crystal clear.",-0.4588,0.6486
Apple iPhone 16 - 128 GB - Black - Unlocked,4.3,699,907.76,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3081""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Water-resistant, splash-resistant, dust-resistant""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,77,21,40,66,495,98,"built apple intelligence - personal, private, powerful , camera control - get perfect photo barely lifting finger , powerful chip empowers apple intelligence , big boost battery life , take photos closer ultra-wide camera","first iphone built apple intelligence, iphone 16, 6.1 diagonal all-screen oled display, helps write, express yourself, get things done effortlessly. groundbreaking privacy protections, gives peace mind one else access data even apple. designed protect privacy every step, aware personal information without collecting personal information. groundbreaking private cloud compute, apple intelligence draw larger apple-designed server-based models, running apple silicon, handle complex requests protecting privacy.the iphone 16 allows take perfect photo video record time. camera control gives easier way quickly access camera tools. simply slide finger adjust camera functions like exposure depth field, toggle lens use digital zoom frame shot like it. iphone 16 camera system captures beautiful photos close far away. two-in-one 48mp fusion camera lets take stunning super-high-resolution images, zoom 2x optical-quality telephoto. ultra wide camera shoots extreme close-up macro photos wider, expansive pictures. altogether, like four lenses pocket. spatial capture, even take photos videos 3d, watch apple vision pro.powered advanced intelligence spatial audio capture, audio mix lets adjust way voices sound videos using three different voice options. want decrease background sound focus voices frame simply select mix adjust intensity get sound want video capture.",0.9531,0.9906
Apple iPhone 7 - 32gb - Silver - AT&T,4.4,5621,81.23,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1778""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""67.1 mm""}]",iPhone,311,152,380,1130,3648,463,"key features. , low-light photography great low-light camera better clicks. , chipset solid quad-core chipset drives everything faster. , design impressive overall design looks feels cool. , battery life improved battery life watching videos regular use.","entire enclosure reengineered, iphone 7 first water resistant iphone. protected like never spills, splashes, even dust. home button iphone 7 advanced solid-state button designed durable, responsive, pressure sensitive. working tandem new taptic engine, gives precise tactile feedback press. even customizable. welcome home. iphone 7 released september 16, 2016.",0.946,0.8658
Apple - iPhone 13 Green 5G 256GB A15 ios15,4.4,4075,1283.49,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2633""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,398,87,136,444,3010,485,"5g ready fastest network speeds around , ultra-sharp dual 12 megapixel rear camera & 12 megapixel selfie camera , 6.1 fhd display , 128gb storage","nobody makes small phones more, thankfully apple get memo. iphone 13 mini iphone 13 power, style capability, shrunk far pocketable package. come iphone 13 mini 5.4 oled screen diminutive sizing, stay full-sized playbook. truly compact phone still offers 5g connectivity, 17-hour video playback, awesome new camera video features. case like phone grunt, iphone 13 mini covered. apple a15 bionic chip designed tear multimedia production editing. show game laugh even amped android competitor - phone simply fits anywhere.",0.3612,0.945
Apple iPhone 13 Mini 256GB Green,4.6,7790,431.0,"[{""specification_name"":""Housing material"",""specification_value"":""Aluminium. Glass""},{""specification_name"":""Subscription type"",""specification_value"":""No subscription""},{""specification_name"":""Operating temperature (TT)"",""specification_value"":""0 - 35 °C""}]",iPhone,271,150,303,938,6128,421,"dual 12mp camera system , cinematic mode photographic styles , lightning-fast a15 bionic chip , ceramic shield front , super retina xdr display , durable flat-edge design , advanced 5g experience","everything want iphone, still fitting comfortably hand. iphone 13 mini smallest lightest premium smartphone market. experience advanced dual-camera system ever. capturing 47% light better quality photos. enjoy brighter display gaming, watching favourite shows, streaming video. durable 5.1 phone packed features like 5g a15 bionic chip lightning-fast performance.",0.7096,0.9552
Apple iPhone 13 5G 128GB Blue de,4.7,65419,775.75,"[{""specification_name"":""Housing material"",""specification_value"":""Aluminium. Glass""},{""specification_name"":""Subscription type"",""specification_value"":""No subscription""},{""specification_name"":""Operating temperature (TT)"",""specification_value"":""0 - 35 °C""}]",iPhone,2247,752,1540,5449,55431,2999,"dual 12mp camera system , cinematic mode photographic styles , lightning-fast a15 bionic chip , ceramic shield front , super retina xdr display , durable flat-edge design , advanced 5g experience","iphone 13 new superpower. advanced dual camera system ever. get 47% better low-light performance. cinematic mode adds shallow depth field automatically. also shift focus shoot. 19 hours video playback. big leap battery life. powerful ever new a15 bionic chip superfast 5g. ceramic shield tougher smartphone glass. get dust, spill, water resistance.",0.7096,0.7184
Apple iPhone x 256GB Space Gray,4.4,39014,183.63,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1901""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,2423,888,1865,5000,28838,3311,"see bigger picture edge-to-edge super retina display. , unlock phone looking face id. , record edit beautiful 4k video clips. , transform way take photos portrait mode. , make messaging fun 3d emoji see bigger picture apple iphone x brings best display seen iphone.","apple iphone x 256gb space gray sleek powerful smartphone offers premium user experience. stunning 5.8-inch super retina display, enjoy vibrant colors sharp details. device powered a11 bionic chip, ensures smooth performance efficient multitasking. capture stunning photos videos iphone x 12mp dual-camera system, featuring optical image stabilization portrait mode. 256gb storage capacity allows store favorite apps, photos, videos without worrying running space. space gray color adds touch elegance device, making stylish choice tech-savvy individual. experience future smartphones apple iphone x 256gb space gray.",0.946,0.9807
Apple iPhone 14 Plus - 128 GB - Blue,4.6,11118,1253.03,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2886""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""78.1 mm""}]",iPhone,628,165,307,1010,9008,793,"longest battery life ever , emergency sos via satellite , huge leap low-light photos , big bigger","iphone 14 plus model comes blue 512gb storage making great choice business users. highlights iphone 14 plus iphone 14 plus supports ios 16 giving even greater levels customisation before. well lifestyle benefits, ability track activity without needing use apple watch, gives all-important live updates favourite apps even intelligent widgets perfect home work mix. iphone 14 plus also includes apple amazing 26 hour battery life. apple best battery ever and, unlike previous models, available pro models. perfect all-day battery performance, giving even longer performance without compromising quality. amazing quality built right - 6.7 screen 21% bigger previous model comes oled technology, high resolutions colour accuracy, plus true tone capabilities support different lighting conditions. even new always-on display gives eyes important information glance. visually minded, expect see new main camera gives improved image processing better performance low light, plus new action mode video recording, keeps video footage steady corporate videos. inside, apple iphone 14 plus comes a15 bionic chip, 5-core gpu - technology found iphone 13 pro.",-0.0772,0.9925
"Apple iPhone 13 128 GB, Blue",4.7,65419,759.38,"[{""specification_name"":""Memory"",""specification_value"":""128 GB""}]",iPhone,2247,752,1540,5449,55431,2999,"super retina xdr oled display. , a15 bionic chipset. , 12 mp camera. , wide ultra-wide features. , supports 4k recording 24 30 60fps. , 12 mp front camera f 2.2. , fast charging. , 3230 mah li-ion battery.","discover iphone 13 iconcept, embrace future mobile technology. cutting-edge a15 bionic chip ultra-fast 5g connectivity, enjoy seamless streaming downloads. dazzling 6.1 super retina xdr display brings content life, ceramic shield ensures improved drop protection. capture life moments stunning detail 4k dolby vision hdr recording advanced dual-camera system equipped night mode. experience unparalleled battery life much remarkable device.",0.7506,0.9618
Apple iPhone Xs A2097 64GB Factory Unlocked 4G/LTE Smartphone - Silver,4.5,22244,203.5,"[{""specification_name"":""Launched"",""specification_value"":""Yes""},{""specification_name"":""Form factor"",""specification_value"":""Touchscreen""},{""specification_name"":""Dimensions (mm)"",""specification_value"":""143.60 x 70.90 x 7.70""},{""specification_name"":""Internal Memory"",""specification_value"":""64GB""},{""specification_name"":""Removable battery"",""specification_value"":""No""}]",iPhone,992,448,1009,2944,16851,1440,"35 c storage temperature t-t -20 , 45 c operating relative humidity h-h 5 , 95% operating altitude 0","iphone xs comes 5.8 super retina display specially made oled panels hdr display best color accuracy industry, deep black impressive brightness. withthe advanced developed face id unlock iphone glance, apps account login more. a12 bionic chip neural engine next generation uses machine learning real-time change photos, games, augmented reality experience. revolutionary 12 megapixel dual camera system brings portraits portrait mode, portrait light, improved bokeh new depth control next level. water protection. 2 ios 12 - advanced mobile operating system powerful new tools make iphone personal ever before.this text machine translated.",0.0,0.9716
Apple iPhone 15  - 128 GB - Yellow,4.6,18154,831.34,"[{""specification_name"":""Rear Camera"",""specification_value"":""48 MP + 12 MP""},{""specification_name"":""Front Camera"",""specification_value"":""12 MP""},{""specification_name"":""Memory"",""specification_value"":""128 GB""},{""specification_name"":""Chipset"",""specification_value"":""Apple A16 Bionic""},{""specification_name"":""Battery"",""specification_value"":""3877 mAh""}]",iPhone,1003,213,516,1332,15090,1216,"durable colour-infused glass aluminium design. rs. 4,000 instant cashback offer applicable emi & non emi transactions. , credit debit card.","new iphone 15 featuring industry-first colour-infused back glass stunning, textured matte finish. available five stunning new colours pink, yellow, green, blue, black. new iphone 15 represent huge leap forward exciting camera innovations inspire creativity, intuitive dynamic island, a16 bionic chip proven powerful performance.",0.3818,0.9657
