title,product_description,rating,reviews_count,variations,tags,product_details,amount_of_stars,item_price,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews
"Apple iPhone 14 Plus, 256GB, Purple - Unlocked (Renewed)","[""6.7-inch Super Retina XDR display and advanced camera system for better photos in any light."",""Cinematic mode now in 4K Dolby Vision up to 30 fps."",""Action mode for smooth, steady, handheld videos."",""All-day battery life and up to 26 hours of video playback."",""A15 Bionic chip with 5-core GPU for lightning-fast performance. Superfast 5G cellular.""]",4.6,11030,"[{""variation_name"":""Color"",""variation_value"":""Purple""},{""variation_name"":""Color"",""variation_value"":""(Product)Red""},{""variation_name"":""Color"",""variation_value"":""Black""},{""variation_name"":""Color"",""variation_value"":""Blue""},{""variation_name"":""Color"",""variation_value"":""Midnight""},{""variation_name"":""Color"",""variation_value"":""Prism Black. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Red""},{""variation_name"":""Color"",""variation_value"":""Starlight""},{""variation_name"":""Color"",""variation_value"":""White. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Yellow""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB / 128GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB / 256GB""},{""variation_name"":""Capacity"",""variation_value"":""512 GB""},{""variation_name"":""Capacity"",""variation_value"":""Plus""}]","[""Smartphone"",""Single SIM"",""5G"",""With Wireless Charging"",""Unlocked"",""Dual Lens"",""iOS"",""GSM"",""CDMA"",""Facial Recognition""]","PRODUCT OVERVIEW iPhone 14 Plus. Think big with a larger 6.7-inch display and all-day battery life. Capture stunning photos in low light and bright light with the new dual-camera system. Get peace of mind with groundbreaking safety features. KEY FEATURES 6.7-inch Super Retina XDR display Advanced camera system for better photos in any light Cinematic mode now in 4K Dolby Vision up to 30 fps Action mode for smooth, steady, handheld videos Vital safety features—Emergency SOS via satellite and Crash Detection All-day battery life and up to 26 hours of video playback A15 Bionic chip with 5-core GPU for lightning-fast performance. Superfast 5G cellular Industry-leading durability features with Ceramic Shield and water resistance iOS 16 offers even more ways to personalize, communicate, and share The display has rounded corners. When measured as a standard rectangular shape, the screen is 6.68 inches diagonally. Actual viewable area is less. Emergency SOS via satellite is available in November 2022. Service is included for free for two years with the activation of any iPhone 14 model. Connection and response times vary based on location, site conditions, and other factors. Data plan required. 5G is available in select markets and through select carriers. Speeds vary based on site conditions and carrier. Splash, water, and dust resistance are not permanent conditions. Resistance might decrease as a result of normal wear. Do not attempt to charge a wet iPhone; refer to the user guide for cleaning and drying instructions. Some features may not be available for all countries or all areas.","{'1_star': 565, '2_stars': 154, '3_stars': 289, '4_stars': 1152, '5_stars': 8870}",647.760162412993,658.31,"[{""specification_name"":""Apple"",""specification_value"":""Operating System""},{""specification_name"":""iOS"",""specification_value"":""Memory Storage Capacity""},{""specification_name"":""iPhone 14 Plus"",""specification_value"":""Wireless Carrier""}]",iPhone,565,154,289,1152,8870,719
Pre-owned Apple iPhone 14 Pro Max (128GB) Gsm/cdma Unlocked - Deep Purple,"[""Operating System: iOSMain Display Format: OLEDRear Camera: Pro camera system."",""48MP Main: 24 mm, ƒ/1.78 aperture, second-generation sensor-shift optical image stabilization, seven-element lens, 100% Focus Pixels."",""12MP Ultra Wide: 13 mm, ƒ/2.2 aperture and 120° field of view, six-element lens, 100% Focus Pixels."",""12MP 3x Telepho...""]",4.7,19277,"[{""variation_name"":""Color"",""variation_value"":""Deep Purple""},{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""Golden. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Color"",""variation_value"":""Space Black""},{""variation_name"":""Capacity"",""variation_value"":""1 TB / 1TB""},{""variation_name"":""Capacity"",""variation_value"":""1 TB / 128 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB / 128GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Capacity"",""variation_value"":""512 GB""},{""variation_name"":""Capacity"",""variation_value"":""1024 GB""}]","[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""Triple Lens"",""iOS"",""GSM"",""Foldable""]","Pre-Owned Mobile Device: The 3rd party inspection process ensures that all Pre-Owned mobile devices have been inspected, cleaned, and wiped free of software to ensure like new quality. All parts and accessories that would have been included with the new device are included. Accessories are original or suitable replacements. From the lightning-fast A16 Bionic chipset to a crystal clear 48-megapixel triple lens rear camera, this innovative design also includes a variety of fab features (you're gonna love how Dynamic Island bubbles up your favorite finds without taking you away from what you're doing).","{'1_star': 813, '2_stars': 224, '3_stars': 529, '4_stars': 1430, '5_stars': 16281}",647.760162412993,1196.09,"[{""specification_name"":""Technology"",""specification_value"":""5G""},{""specification_name"":""Form Factor"",""specification_value"":""Smart Phones""},{""specification_name"":""Dual SIM"",""specification_value"":""Yes""},{""specification_name"":""Water Resistant"",""specification_value"":""IP68""},{""specification_name"":""Touch Screen"",""specification_value"":""Yes""}]",iPhone,813,224,529,1430,16281,1037
Apple iPhone 13 Pro Max - 512 GB - Sierra Blue,"[""Pro 12MP camera system"",""Cinematic mode and Photographic Styles"",""Mind-blowingly fast A15 Bionic chip"",""Ceramic Shield front"",""Super Retina XDR display with ProMotion"",""Advanced 5G experience"",""Surgical-grade stainless steel"",""IP68 water resistance""]",4.6,12510,"[{""variation_name"":""Color"",""variation_value"":""Sierra Blue""},{""variation_name"":""Color"",""variation_value"":""Alpine Green""},{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""Graphite""},{""variation_name"":""Color"",""variation_value"":""Silver. Not available with current configuration.""},{""variation_name"":""Capacity"",""variation_value"":""1 TB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Capacity"",""variation_value"":""512 GB""},{""variation_name"":""Connectivity"",""variation_value"":""AT&T""},{""variation_name"":""Connectivity"",""variation_value"":""Unlocked""},{""variation_name"":""Connectivity"",""variation_value"":""Various""},{""variation_name"":""Connectivity"",""variation_value"":""Verizon""}]","[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""Triple Lens"",""iOS"",""GSM"",""CDMA"",""Facial Recognition"",""With OLED Display""]","Apple iPhone 13 Pro Max. A dramatically more powerful camera system. A display so responsive, every interaction feels new again with ProMotion. Meet the 120Hz adaptive refresh display that changes the game. The world's fastest smartphone chip. Exceptional durability. And a huge leap in battery life. Ceramic Shield, tougher than any smartphone glass. Our Pro camera system gets its biggest upgrade ever. With next-level hardware that captures so much more detail. Cinamatic mode allows you to record with a shallow depth of field and will automatically add elegant focus transitions. Edit depth effects after you shoot.","{'1_star': 485, '2_stars': 170, '3_stars': 596, '4_stars': 1116, '5_stars': 10143}",1896.56,2010.35,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2484""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,485,170,596,1116,10143,655
Apple iPhone 6S Plus with 64gb Memory for Verizon - Silver,"[""3D Touch"",""12-megapixel iSight camera"",""5-megapixel FaceTime HD camera"",""A9 chip"",""Breakthrough design"",""Touch ID"",""LTE"",""IOS 9""]",4.5,62729,"[{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""Rose Gold""},{""variation_name"":""Color"",""variation_value"":""Space Gray""},{""variation_name"":""Capacity"",""variation_value"":""16 GB""},{""variation_name"":""Capacity"",""variation_value"":""32 GB""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""}]","[""Smartphone"",""Single SIM"",""4G"",""Verizon"",""Dual Lens"",""iOS"",""GSM"",""CDMA"",""With Expandable Storage"",""Fingerprint Scanner""]","The iPhone 6s Plus takes Apple's coveted Retina display to the next level. This improved display provides wider viewing angles, higher resolutions for incredible sharpness, and extremely accurate colors. Everything was engineered with precision and perfection in mind. It has a huge 5.5"" display, smooth edges, and a fast, intuitive interface. The iPhone 6s Plus was released on September 9, 2015.","{'1_star': 2764, '2_stars': 1349, '3_stars': 3230, '4_stars': 10604, '5_stars': 44782}",647.760162412993,75.16,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1687""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Width"",""specification_value"":""77.9 mm""},{""specification_name"":""Depth"",""specification_value"":""7.3 mm""}]",iPhone,2764,1349,3230,10604,44782,4113
Apple iPhone 11 Pro 64gb Verizon + GSM Unlocked T-Mobile AT&T 4G LTE - Gold,"[""Pro camera system"",""Expanded field of view"",""Ultra HD video"",""Night mode"",""Super Retina XDR display"",""Faster Face ID""]",4.4,14714,"[{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""(Product) Red. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Black""},{""variation_name"":""Color"",""variation_value"":""Matte Space Gray. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Midnight Green""},{""variation_name"":""Color"",""variation_value"":""Purple. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Red""},{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Color"",""variation_value"":""Space Gray""},{""variation_name"":""Color"",""variation_value"":""White""},{""variation_name"":""Color"",""variation_value"":""Yellow. Not available with current configuration.""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Capacity"",""variation_value"":""512 GB""}]","[""Smartphone"",""Dual SIM"",""4G"",""With Wireless Charging"",""With Fast Charging"",""Triple Lens"",""iOS"",""GSM"",""CDMA"",""Facial Recognition""]",Not Available,"{'1_star': 1001, '2_stars': 330, '3_stars': 698, '4_stars': 1623, '5_stars': 11062}",647.760162412993,274.99,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2160""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof, spill-resistant""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1001,330,698,1623,11062,1331
Apple iPhone XR - Red - 64 GB - Unlocked,"[""Brand Apple Operating system IOS 14 CPU speed 2.5 GHz."",""6.1-inch Liquid Retina HD LCD display."",""Water and dust resistant (1 meter for up to 30 minutes, IP67)."",""Single 12MP Wide camera with Portrait mode, Portrait Lighting, Depth Control, Smart HDR, and 4K video up to 60fps."",""7MP TrueDepth front camera system with Portrait mode, Portrait Lighting, Depth Control, and 1080p video."",""Face ID for secure authentication and Apple Pay."",""Storage capacity is 64 GB.""]",4.5,57723,"[{""variation_name"":""Color"",""variation_value"":""Red""},{""variation_name"":""Color"",""variation_value"":"" Red. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Black""},{""variation_name"":""Color"",""variation_value"":""Blue""},{""variation_name"":""Color"",""variation_value"":""Coral""},{""variation_name"":""Color"",""variation_value"":""Matte Red. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""White""},{""variation_name"":""Color"",""variation_value"":""Yellow""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Connectivity"",""variation_value"":""AT&T""},{""variation_name"":""Connectivity"",""variation_value"":""AT&T - CDMA/GSM""},{""variation_name"":""Connectivity"",""variation_value"":""Sprint""},{""variation_name"":""Connectivity"",""variation_value"":""T-Mobile""},{""variation_name"":""Connectivity"",""variation_value"":""Unlocked""},{""variation_name"":""Connectivity"",""variation_value"":""Verizon""},{""variation_name"":""Connectivity"",""variation_value"":""Verizon Wireless""},{""variation_name"":""Connectivity"",""variation_value"":""Walmart Family Mobile""}]","[""Smartphone"",""Dual SIM"",""4G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""Dual Lens"",""iOS"",""GSM"",""CDMA""]","The iPhone XR features a stunning 6.1 liquid retina display - the most advanced LCD in the industry. Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. Smart HDR, adjustable depth of field, enhanced bokeh effect, enhanced portrait-mode selfies and more low-light detail unlock creative possibilities and a new era of photography. And iOS 12—the most advanced mobile operating system—with powerful new tools that make iPhone more personal than ever.","{'1_star': 3002, '2_stars': 1106, '3_stars': 2352, '4_stars': 7307, '5_stars': 43956}",249.99,264.99,"[{""specification_name"":""Length"",""specification_value"":""6.61 in""},{""specification_name"":""Height"",""specification_value"":""1.93 in""},{""specification_name"":""Width"",""specification_value"":""3.66 in""}]",iPhone,3002,1106,2352,7307,43956,4108
Apple iPhone 8 Plus - Gold - 64 GB - Verizon,"[""Fully tested and reverted to factory settings by our on-site technicians. Our grades: A) Pristine"",""Like new product showing no signs of use. B) Very Good"",""Very good cosmetic condition with a few light scratches. C) Good – Light scratches and signs of wear and tear. D) Fair"",""Deep scratches and dents""]",4.4,15920,"[{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""Dark Gray""},{""variation_name"":""Color"",""variation_value"":""Product (Red)""},{""variation_name"":""Color"",""variation_value"":""Red""},{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Color"",""variation_value"":""Space Gray""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""}]","[""Smartphone"",""Single SIM"",""4G"",""With Wireless Charging"",""With Fast Charging"",""Verizon"",""iOS"",""GSM"",""CDMA"",""Gold""]","Released in September 2017, the iPhone 8 Plus is Apple’s plus-size 11th generation mainstream phone. Although similar in appearance to its predecessor, the iPhone 8 Plus bumps internal specs with the A11 Bionic chip, backed by 3GB of RAM and either 64GB or 128GB of internal storage. The iPhone 8 has a large 2961mAh battery, giving it all-day battery life, and it supports both wireless charging and fast charging. The iPhone 8 features an updated 5.5-inch True Tone display that automatically adjusts screen calibration to match lighting conditions. The iPhone 8 is also a fantastic camera, thanks to its 7MP front and dual 12MP rear cameras that offer new features such as Portrait Mode, Portrait Lighting, and 4k Ultra HD video recording at up to 60 fps.","{'1_star': 1149, '2_stars': 375, '3_stars': 624, '4_stars': 2119, '5_stars': 11653}",647.760162412993,114.48,"[{""specification_name"":""Carrier"",""specification_value"":""Fully Unlocked""}]",iPhone,1149,375,624,2119,11653,1524
Apple iPhone SE (2020) - 256 GB - White - Unlocked,"[""Its 4.7\"" retina display offers an immersive viewing experience"",""A13 Bionic chip lets you perform multitasking efficiently"",""Fingerprint scanner makes this device secure and convenient to unlock""]",4.4,26219,"[{""variation_name"":""Color"",""variation_value"":""White""},{""variation_name"":""Color"",""variation_value"":""(Product)Red. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Black""},{""variation_name"":""Color"",""variation_value"":""PRODUCT(RED)""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Connectivity"",""variation_value"":""AT&T""},{""variation_name"":""Connectivity"",""variation_value"":""Sprint""},{""variation_name"":""Connectivity"",""variation_value"":""T-Mobile""},{""variation_name"":""Connectivity"",""variation_value"":""Unlocked""},{""variation_name"":""Connectivity"",""variation_value"":""Verizon""},{""variation_name"":""Connectivity"",""variation_value"":""Verizon Wireless""}]","[""Smartphone"",""Dual SIM"",""4G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""iOS"",""GSM"",""CDMA"",""Fingerprint Scanner""]","It's just what you've been waiting for. A13 Bionic is an incredibly fast chip. So everything feels fluid, whether you're launching apps, playing the latest games, or exploring new ways to work and play with augmented reality. The advanced camera system with A13 Bionic brings you Portrait mode, which artfully blurs the background to put the focus on your subject - even when you're taking selfies. Next‐generation Smart HDR knows a face when it sees one and intelligently relights it to capture more natural-looking contours and skin tones. It also finesses highlight and shadow detail in the background. So every part of your photo looks amazing. 4K video means you'll see four times more detail than in 1080p HD video. And extended dynamic range adds greater detail in highlights and shadows. Touch ID lets you securely unlock your iPhone and sign in to apps instantly. All without reaching for your credit card. iPhone SE is water-resistant to 1 meter for 30 minutes. It's not afraid of a little coffee, tea, or soda either. And dust? No worries. The show must go on. So iPhone SE lets you watch up to 13 hours of video on a single charge. When you do need to power up, just set it down on a wireless charger.","{'1_star': 1566, '2_stars': 560, '3_stars': 1096, '4_stars': 4336, '5_stars': 18661}",647.760162412993,164.3,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2275""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, water-resistant, splash-resistant""},{""specification_name"":""Width"",""specification_value"":""2.6 in""}]",iPhone,1566,560,1096,4336,18661,2126
Apple iPhone 14 Pro (A2650) 256GB Gold GSM Unlocked,Not Available,4.6,12919,"[{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""Black""},{""variation_name"":""Color"",""variation_value"":""Deep Purple""},{""variation_name"":""Color"",""variation_value"":""Blue""},{""variation_name"":""Color"",""variation_value"":""Space Black""},{""variation_name"":""Color"",""variation_value"":""Purple""},{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""}]","[""Smartphone"",""Dual SIM"",""With Wireless Charging"",""Unlocked"",""Triple Lens"",""iOS"",""GSM"",""CDMA"",""With OLED Display"",""2532 x 1170""]","iPhone 14 Pro is equipped with 6.1 inch Super Retina XDR OLED display. the screen resolution of the phone is 1170 x 2532 pixels with 460 ppi (pixel density), so that you can have vivid and clear visuals while watching videos and playing games. With its Hexa-core Apple A16 Bionic (4 nm) processor, you can easily play graphics-intensive games and browse the web smoothly. There are various memory variations, up to 1TB and 6GB RAM (Please check specification table). It is capable of multi-tasking, streaming videos, running even the most demanding games with ease. iPhone 14 Pro features a triple camera setup on its back with a 48MP Main Camera, a 12MP telephoto camera, and a 12MP Ultra-wide Camera, so that you can capture portraits, landscapes, and more in the form of beautiful pictures. On the front, the phone has a 12MP camera for clicking selfies and making video calls. It is equipped with a Non-removable Li-Po 3200 mAh battery, that lets you use it for hours on end while watching movies, listening to songs, playing games, and doing other stuff without worrying about charging it frequently.","{'1_star': 586, '2_stars': 228, '3_stars': 462, '4_stars': 1242, '5_stars': 10401}",1417.35,1530.74,"[{""specification_name"":""Display Size"",""specification_value"":""6.1\"" (1170x2532 pixels)""},{""specification_name"":""Primary Camera"",""specification_value"":""12MP (2160p)""},{""specification_name"":""RAM"",""specification_value"":""4 GB""},{""specification_name"":""Storage"",""specification_value"":""64GB""},{""specification_name"":""Battery Capacity"",""specification_value"":""2815mAh""}]",iPhone,586,228,462,1242,10401,814
Apple iPhone 8 Fully Unlocked Gold / 128GB,"[""Say hello to stunning shots."",""Improved display and design."",""Faster speed for better user experience."",""Go wireless."",""Buy your iPhone 8 at Reebelo.""]",4.3,35155,"[{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""(PRODUCT)RED. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Gray. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""PRODUCT(RED). Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Red. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Color"",""variation_value"":""Space Gray""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""}]","[""Smartphone"",""Single SIM"",""With Wireless Charging"",""Unlocked"",""iOS"",""Fingerprint Scanner"",""Gold""]","Apple iPhone 8 comes with a 4.7-inch screen that uses Retina HD technology with 3D Touch. Driven by a hexa core processor, this smartphone carries built-in memory and a storage capacity of 64 GB. The 12.0-megapixel digital camera takes clear pictures and videos. This phone can work with 2G, 3G, and 4G networks. It also supports convenient connectivity through Bluetooth, NFC, USB, and Wi-Fi. This device is fully unlocked.","{'1_star': 2813, '2_stars': 1033, '3_stars': 1665, '4_stars': 5672, '5_stars': 23972}",647.760162412993,109.29,"[{""specification_name"":""Dimensions"",""specification_value"":""138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.2""},{""specification_name"":""Build"",""specification_value"":""Glass front (Corning-made glass), glass""}]",iPhone,2813,1033,1665,5672,23972,3846
Apple iPhone 15 Pro - 128 GB - Blue Titanium - Unlocked,"[""Forged in titanium"",""A display of true intelligence"",""Dynamic Island"",""Always-On display"",""A17 Pro chip - a monster win for gaming"",""Mega powerful 48MP camera"",""Choose your default main camera lens"",""Next‑generation portraits"",""Night mode and Smart HDR"",""Pro video""]",4.4,15461,"[{""variation_name"":""Color"",""variation_value"":""Blue Titanium""},{""variation_name"":""Color"",""variation_value"":""Black Titanium""},{""variation_name"":""Color"",""variation_value"":""Natural Titanium""},{""variation_name"":""Color"",""variation_value"":""Natural Titanium . Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""White Titanium. Not available with current configuration.""},{""variation_name"":""Capacity"",""variation_value"":""1 TB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Capacity"",""variation_value"":""512 GB""},{""variation_name"":""Connectivity"",""variation_value"":""AT&T""},{""variation_name"":""Connectivity"",""variation_value"":""T-Mobile""},{""variation_name"":""Connectivity"",""variation_value"":""Unlocked""},{""variation_name"":""Connectivity"",""variation_value"":""Verizon""}]","[""Smartphone"",""Dual SIM"",""5G"",""With Wireless Charging"",""With Fast Charging"",""Unlocked"",""iOS"",""GSM"",""Facial Recognition"",""With OLED Display""]","Unleash your tech prowess with the iPhone 15 Pro! Its ultra-durable titanium design, shatterproof Ceramic Shield, and water resistance keep it safe from life's adventures. The vibrant 6.1"" Super Retina XDR display with Always-On feature keeps you connected, while the 48MP Main camera and 7 pro lenses capture stunning photos. The powerful GPU ensures seamless gaming and all-day battery life. Enjoy quick access to essential features, fast charging via USB-C, and lightning-fast Wi-Fi 6E downloads. Plus, its eco-friendly design and robust privacy features make it the perfect choice for the conscious tech-savvy user.","{'1_star': 1326, '2_stars': 322, '3_stars': 607, '4_stars': 1220, '5_stars': 11986}",647.760162412993,794.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2848""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1326,322,607,1220,11986,1648
Restored Apple iPhone 11 128GB White LTE Cellular T-Mobile Mwjm2ll/a (Refurbished),Not Available,3.4,3468,"[{""variation_name"":""Color"",""variation_value"":""White""},{""variation_name"":""Color"",""variation_value"":""(PRODUCT)RED""},{""variation_name"":""Color"",""variation_value"":""Black""},{""variation_name"":""Color"",""variation_value"":""Burgandy. Not available with current configuration.""},{""variation_name"":""Color"",""variation_value"":""Green""},{""variation_name"":""Color"",""variation_value"":""Purple""},{""variation_name"":""Color"",""variation_value"":""Red""},{""variation_name"":""Color"",""variation_value"":""Yellow""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""128 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""}]","[""Smartphone"",""Single SIM"",""4G"",""T-Mobile"",""Dual Lens"",""iOS"",""White"",""With 4K Video""]","This item is REFURBISHEDShoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 6.1-inch Liquid Retina display. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life. And worry less with water resistance up to 2 meters for 30 minutes.","{'1_star': 989, '2_stars': 211, '3_stars': 239, '4_stars': 310, '5_stars': 1719}",647.760162412993,306.34,"[{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Smartphone""},{""specification_name"":""Cell Phone Service Provider"",""specification_value"":""Fully Unlocked""},{""specification_name"":""Screen Size"",""specification_value"":""6.1""},{""specification_name"":""Memory Capacity"",""specification_value"":""128 GB""}]",iPhone,989,211,239,310,1719,1200
iPhone XS Max - 256GB Silver - AT&T - Apple (with installments plan),"[""Welcome to the big screens"",""Surgical-grade stainless steel"",""Wireless charging"",""Smart HDR"",""Larger and deeper pixels"",""Enhanced bokeh effect"",""Depth Control""]",4.5,10881,"[{""variation_name"":""Color"",""variation_value"":""Silver""},{""variation_name"":""Color"",""variation_value"":""Gold""},{""variation_name"":""Color"",""variation_value"":""Golden""},{""variation_name"":""Color"",""variation_value"":""Space Gray""},{""variation_name"":""Capacity"",""variation_value"":""64 GB""},{""variation_name"":""Capacity"",""variation_value"":""256 GB""},{""variation_name"":""Capacity"",""variation_value"":""512 GB""}]","[""Smartphone"",""Dual SIM"",""4G"",""With Wireless Charging"",""With Fast Charging"",""AT&T"",""Dual Lens"",""iOS"",""GSM"",""CDMA""]","iPhone XS Max delivers even faster Face ID with its smart, powerful chip and a breakthrough dual-camera system. iPhone XS is everything you love about iPhone. Taken to the extreme. Special Apple-designed alloy is precisely machined to create structural bands. The glass back allows iPhone XS to charge wirelessly. And it charges even faster than iPhone X. Extra secondary frames, a faster sensor, and the powerful A12 Bionic chip bring more highlight and shadow detail to your photos. Advanced sensor creates better image fidelity, greater color accuracy, and reduced noise in low-light shots. Portrait mode photos look even more professional thanks to a sophisticated background blur. Now you can adjust the depth of field in portraits after you shoot.","{'1_star': 596, '2_stars': 253, '3_stars': 521, '4_stars': 1128, '5_stars': 8383}",647.760162412993,384.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1921""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,596,253,521,1128,8383,849
